ID,label,review
5302,Negative,itna pitogi tm
5303,Negative,Pmln ne jo karna tha bohot karliya Pakistan ko kharab
5304,Positive,Agar main kitchen mein naya item banao to in ka radde amal kuch is tarah ka hota hai
5305,Negative,danto ka maslah hy bs
5306,Positive,Ma ne jo result nikala ha k khud khary ho jao Inn k khilaf
5307,Negative,is kutay ko patrol chirak kar jala daina chahiya ta k ainda kisi ki jurat na ho
5308,Positive,Khas taur par wo tobacco ki masnoaat ki tasheer mein bohat sargaram rahe hain
5309,Negative,Apko kia masla he Apky papa k pese the
5310,Negative,NA122 Me Dhandli Ki Gayi To Hakumat Nahi Chalnay Dain Gay Imran Khan
5311,Positive,ALLAH HAMRI BEHAN KO AZADI ATA FERMA KAFIRON SE AMEEN
5312,Positive,inshallah zaror or jld apny watn me waps ay g
5313,Positive,aj show me ana plz me ap ko waha dekhunga
5314,Negative,Bilkul berra garhk uska
5315,Negative,yar jaga chota he
5316,Negative,Yah phasti nahi phansa leti hai
5317,Positive,Aoa hakeem ji jab ap dua kary tuh meri liye achi ala jaga shadi hony i dua kar dy plz aur bhaio ki bi shadi ki dua abu ji ki sehat ki dua aur humari khushai dekhny ki dua kar dy su may meri do bhen saby ulad hony ki dua baki sab ky liye khar aur sehat ki dua aur her mutaji sy bechny ki dua kar dy plzzzzzz
5318,Positive,Zabardast mam ji
5319,Positive,Septembr 1947 men khorak ki qillat ko dour karne k lye 4750 tons chawal bhejne wale mulk ka nama tha BURMA
5320,Negative,D nAi agar aAp ko ye martaba cahiye to aAp rakh sakti hEn np
5321,Positive,In ke inteqal ke sadmey ki shiddat apni jagah thi lekin isi saneha ki badaulat unho ne apne balbotey par zindagi guzaarne ka hunar seekh liya
5322,Negative,1966 mein jab Jerry Lewis 40 years ke ho gae to inhe jismani aazaa ki madad se comedy karne mein mushkil pesh aane lagi aur wo ziyada tar makalmon ka sahara lene lage
5323,Positive,Jhoke Sial ko Abid Ali ke hawale se is leye bhi yadgar serial qarar diya jata hai ke awal to us ke zariye unhon ne apni shanakht banai phir isi serial mein apne sath kaam karne wali Humeira Chudhry ko apna jewan sathi bhi bana liya jin se Abid Ali ki 3 betiyan hain aur teenon hi in dinon showbiz mein ala muqam par hain
5324,Negative,Or han in media walon ke baton main na aya karo ya apna pason ka lya logo ke life b tabah kar data ha Or jo haq pa ho us ke koe awaz nahi
5325,Negative,Hahahhaha nai nai bachi py focus kro bs
5326,Positive,Beharhaal pechle dinon un ke Ranbir Kapoor se zordar mashqe ki khabren garam thein aur shadi ke imkanat bhi zahir kiye jarahe the
5327,Negative,Tu hum prha he kab
5328,Positive,yehan bhi Jahangir Khan ney apna loha manwaya aur 13 tournaments mein sey 12 mein kamyabi hasil ki
5329,Negative,mera anatomy main sir nay ye haal kia ha
5330,Positive,Urdu adab mein kahani likhne ke fun par Ashfaq Ahmed ko jitna aboor tha wo kam logon ke hisse mein aya
5331,Positive,Hafee Jullandhury mein Pak Bharat jung 1965 mein Pakistan ke liye kaye Milli Naghmay likhe
5332,Positive,zahir hai ke aik balance diet aap ki karkardagi ko aage barhane mein mawin sabit hoti hai
5333,Positive,Qeyam e Pakistan ke bad ap afwaj e Pakistan mein director general of morals aur amoor e Kashmir ke nigran muqarrar hue
5334,Negative,Tu phr khenchti toh wohi jungliyon ki tarha hay
5335,Positive,Ibrahim Ismail Chundrigar Bombay University ke nihayat zaheen talba shumar kiye jate the
5336,Positive,Iss kay sath sath unhon nay Socialism ka bagor motala kia tha iss tarah woh ikhtaiarat ko markazi shakhsiyat ya markazi adaron kay pass jama kernay ka rojhan bhi rakhtay thay
5337,Positive,Dil har jy ge jano jiya
5338,Positive,hahahaha this is truesir se extra marks bhi tw liye phir
5339,Negative,Ppp Walo ne Halat ki hai iski ye Kal rat Wale Halat me
5340,Positive,Waise dadi bohat pyari hy sweet c
5341,Positive,Siyasat mazhab tasoof saqafat aur adab jaise matnoo aur baaz auqaat mutazad mazameen par Kausar Niazi ko yaksaa dastaras hasil thi
5342,Negative,Ye product bilkul b achi ni ti jb ye mery pas pohnchi yo ye tooti hui ti
5343,Negative,Janab Shaukat Azizne bhi hasbe riwayat bhohat wade waed keye intakhabi nare lagaye wahan ke awam ko kuch khawab dekhaye lekin natija wohi dhak ke teen pat
5344,Negative,Zara side pe ana boht zor ki bitching a rai h
5345,Negative,Laanat Hy tum jaisay beghairaton pe
5346,Positive,Allah in ko lambi umr de Ameen
5347,Positive,is ko zaroor dekha kare app ko haqeeqte dunya samjh ajaye ge
5348,Positive,Is tarah Hindustan ko azaad karane ki jaddojehad mein sath den
5349,Negative,inho ne Lebanon ki jung ke dauran israel fauj ko 10 lac dollar ki imdaad di thi
5350,Positive,Mahesh Bhatt Production ke sath mazeed flmen kerny ki khwahish hai kiun ke Mahesh Bhatt ko apny fankaron se kam lena ata hai
5351,Positive,Lol ye waqt batye g kay Go PtI hota kay nawaz
5352,Positive,Mere aur Meri family k liye Dua ki darkhawst he
5353,Negative,Gulistan e Johar Me Firing Se 2 Afrad Zakhmi
5354,Positive,Ha kyuki sab hasne lag gye the nd apn toh gana gaye b ni the
5355,Positive,Main apne bachon ko bohat azaadi deti haon jo ke shayad bohat se deegar waldain nahi dete
5356,Positive,Behtareen quality hai bohat durable body hai jis sey andaza hota hai kay cheez payedar hai Kaam mein bhi bohat effective hai
5357,Negative,Isi wajah se is film ki aksbandi takheer ka shikaar ho gai
5358,Negative,HahahahahhaMera khoon khaul gaya dekh kai
5359,Positive,Cricketer ki hasiyat se Intikhab Alam ne bowling batting aur captain mein esa kuch khas zaror kiya hai jo tarikh mein un ka naam zindah rakhne ko kafi hai
5360,Positive,Super
5361,Negative,Kahan hai anum jaung shop
5362,Positive,Normal h Ik brush bht acha h iska Machine quality wise achi h
5363,Negative,tmhy isliye tag kia kyu k is k end pe likha tha k 3 therkiis ko tag kren D
5364,Positive,good
5365,Negative,Marlin Brando ne bhi apni sawanah hayat mein dawa kiya hai ke Marilyn Monroe se in ka bhi romance raha hai
5366,Negative,Zaahir hai gawaro say kon lar sakta haiWoh tou mic khaa jaati agar uska bas chalta
5367,Positive,Iss zamane mein Jahangir ke khelaf aik match to keya aik game ya sirf aik point hasil kerna bhi un ke hareef ke leay fakhar ki bat samjhi jati thi
5368,Negative,Police Wala Jo garmi my khara dhop my apni duty day raha hai is awam ki hi khidmat kr raha hai Is per in uniform hath uthaya batamizi ki vedio my saf nazar aa raha hai to wo police Wala maray ga nahi to aur kya kry ga
5369,Negative,Lo g admin hum se puch rahin ye to AAP sab ko bataen pata karke
5370,Negative,Me uni enter hoi thi to Mera shoot ho Gaya Sara time TM logon k Sath thi Chimgadar
5371,Negative,stuff bht low ha is price ma aisa he milay ga
5372,Positive,I would love to learn this art
5373,Negative,Nawaz Sharif nay 2 June 1993 ko qaumi assembly mein Mehran bank scandal mein Sadar Pakistan kay maluwis honay kay sabot faraham keye
5374,Positive,Haha Awsm video kzn Good one
5375,Negative,Me noon league ke supporter nahi magar is tarha kisi ko zaleel karna jaez nahi
5376,Positive,Muharram Me 342 Imam Bargaho Me Se 61 Hassas Qarar 17558 Police Ahalkar 646 Van Or 426 Biker Pr Ahalkar Security Sambhalay Ge
5377,Positive,Queen Elizabeth got no chill Wifi ka password and ghar kiraye pe de dete was too hilarious
5378,Positive,Sada abad rahe mere Hazrat G ka tasbeeh khana
5379,Negative,Ataullah Niazi ko sunne walon ko zehni taur par pasmandah nakhuwandah aur mauseeqi ka aamiyana zauq rakhne wala samjha jata tha
5380,Negative,Ofcourse they are responsible But aise shows un perents k under aise khayalat or inaam jeetne ka lalach paida karwate hain to aese shows ka band hona b bht zaruri hai
5381,Positive,Hindustan wapis aa kar unho ne kae qarebi doston ko tarjumey aur taleef ke kaam ki taraf raghib kiya
5382,Positive,kamzor ankhon kay liay yeh bari achee aijaad hai Ankhon pe isko pehnn kay zorr kam parhta hai Lens ki quality bhee achee hai aur labay chalne ki umeed rakhta hoon kiunkay achi quality per mustamil hain yeh
5383,Positive,islami talimaat ky mutabiq hoona chaheay
5384,Positive,best hgya yarr
5385,Positive,Log samajhte hain ke agar main kaam karna chahongi to Imran Khan mujhe mana karenge halan ke haqiqat is ke bar aks hai mujhe Imran ne kabhi aisa nahi kaha
5386,Negative,All her children need is itni achi shaarkain No educationNo healthNo justiceBass achi achi sharkain de do
5387,Positive,SIR APSE Bht umeeden hen sir
5388,Negative,Warna aisa kro apni oqaat me rehna seekho
5389,Positive,Allah rahm farma
5390,Negative,maar li shodi P ab return ho gay ya exit 1 kru 3
5391,Negative,Waldiyat ke khane mein Martin Edward Mortenson ka naam darj tha lekin is ka pata namaloom tha
5392,Positive,Hollywood ki films ke rasiya afraad mein bhala kaun ho ga ke jo captain Jack Sparrow ka shehar aafaq kirdar nibhane wale zaheen o fateen actor Johnny Depp ke naam aur kaam se waqif na hon
5393,Positive,Lekin 1959 se Azam Khan ki kamyabyon aur kamranyon ka daur shooru huwa who char martaba mosalsal British open title jeetne mein kamyab huye jo aik bahat bara karnama tha
5394,Negative,Fazool shirt fazool print kabhi na kharidna
5395,Negative,Markaz aur suba Punjab kay darmyan kashidgi ki fiza baqarar rahi ta waqat kay 6 August 1990 kay roze Sadar Ghulam Ishhaq Khan nay Benazir Buttu kid hukumat khatam kar deya
5396,Positive,Ya ALLAH zalimeu ko tabia o birbade kre day aor SHAMI Maslmaneo ke madid farma Ameen Suma Ameen
5397,Negative,Parents ko bhi ehsas hona chaya wo kyun bhejtay hain istarah k program mai
5398,Negative,Hahaha ye b thek he sb kha len ge but saas to saas hoti he na use kon smjaey ga
5399,Positive,General Raheel Sharif Command Staff aur Instructional taqaruriyon ka wasi tajurba rakhte hain
5400,Positive,1 Lac 55 Hazar Logon Ko Rescue Kia Gaya
5401,Positive,Ye Sochen K Aap Wo Khush Naseeb Hu Jise ALLAH Ne Azmaish K Qabil Samjha
5402,Positive,Inho ne fast bowling mein wo khobsurti paida ki
5403,Positive,Love you lahore qalander tum jeeto ya Haro we will support you dam ma dam mast
5404,Negative,ab aunty dekh rahee hogi taraaaakkiii after flooding
5405,Positive,Chalo koi ni beharhal ham Ko sara kuch siasatdano k hawaly ni karna chahye hm khud b Pakistani hain jahan jis b banday Ko galat karty daikho us k khilaf bat karo chahy koi b ho
5406,Positive,Insidad e Dehshatgardi Ki Adalat Ne MQM Liaquattbd Sector K 2 Karkuno Ko 90 Roza Jismani Remand Pr Rangers Ka Hawalay Kar Diya
5407,Negative,Ahle Kitab Ho Kar Bhi Tum Logo Ko Neki Ka Hukum Kar K Khud Ko Bhol Jatay Ho Kia Tum Samajhtay Nahi
5408,Positive,1890 mein jab Helen Keller ki umar 10 saal thi to us ki ustani us ko mukhtalif mashkein karati thi jin ki madad se Helen Keller mukhtalif English horf e tahaji ki awazein likalne ke qabil ho gai taham wo bhar por awaz na likal sakti thi aur us ke bole howe alfaz sirf us ki ustani hi samajh sakti thi
5409,Positive,pyari baat
5410,Positive,Bahut achi bat hai thanks
5411,Positive,Tumhari ama ko na
5412,Negative,nashy si charh gayi
5413,Positive,Hahaha peechay logon ko dekh dekh kar aur hassi aa rahi thi XD
5414,Negative,CNG Pr Chalne Wali School Vans K Khilaf Karwai 4th Sep Tk Moakhar
5415,Negative,Bazmi sahib akhiri waqat tak khafa rahe
5416,Negative,Jahan Farooq Sheikh ko heart attack hua jo is basalahiyat actor ko paristaron se Judah kar gaya
5417,Positive,ALLAH LAMBI UMAR DE Ameen
5418,Negative,1 Chori 2 Choghli 3 Jhoot
5419,Negative,Yes program bnd hona chahiye
5420,Negative,vote nahi Dena But check the advertising skills Bik gaya vote
5421,Negative,Gajar K Bakasrat Istemal Se Masanay Aor Gurday Ki Pathri Toot Jati Hai Aor Reza Reza Ho Kar Peshab K Rasty Nikal Jati Hai
5422,Negative,Question Aik zamana tha ke squash mein Australian khilari chaye howae the is ke bad Jahangir aur Jan Sheer ne hukumrani ki phir Misr ke khilari samne aaye lekin paistani khilari top 10 ya top 20 mein nazar nai aate
5423,Negative,haha arsal ne kese pakra tha ajiya dar gai thi
5424,Negative,Malir Chatai Ground Se 1 Bache Ki Lash Baramad
5425,Positive,Acha hota ap Meri call pick ker lete
5426,Negative,Express Way Se 1 Shaks Ki Tashadud Zada Lash Baramad
5427,Positive,Please dua Karen Meri beti jo itni zidi Hai wo thek ho jy
5428,Positive,Inho ne Mohammad Ali Jinnah his speeches and writing An Ambassador of Unity ke unwaan se jo kitaab likhi thi use Quaid e Azam Mohammad Ali Jinnah ki awwalin sawanah umri samjha jata tha jis mein 1912 se 1917 ke dauran ki jane wali speeches aur writings ke hawale se Quaid e Azam ko zabardast khiraaj e tehseen pesh kiya gaya
5429,Positive,Is ke bad Steven Seagal ki lagataar 3 films box office par kamiyabi ke jhande garhne meinkamiyab rahin
5430,Negative,Lanat hy police walo py
5431,Negative,Firing Aur Pur Tashadud Waqiat Me 95 Afrad Qatal
5432,Negative,Astagfar
5433,Positive,Hahahahaha wah
5434,Positive,Kahan say paya hai ye andaaz ap nay hamain to apna ashiq bna lia
5435,Positive,Great day for whole Pakistan
5436,Positive,Anmol khazana me Quran e pak ki kuch khas ayatien ikhtii krk parhni hy
5437,Negative,Isi baat ka faida uthaty ho na
5438,Negative,Bilawal Zardari Ki Amad Pr Marizon Ka Lady Reading Hospital Me Dakhla Band Awam Ka GO Bilawal GO Ka Nary Police Ka Lathi Charge
5439,Positive,Allah pak maray murshad ke our maray murshed ke tmam alloulad our poray nezam ke our inke qiamat tak aanay waly naslooke sada hifazat farmay
5440,Positive,Oh my God Kitnaa beauty ho yr killer eyes
5441,Positive,Chundrigar ne Muslim league ke leader ki hesiyat se tehreek e Pakistan mein nihayat fa aal kirdar adaa kiya
5442,Negative,Lol insult walay comments b tou parho cheapo l
5443,Positive,Rahmet ne apne khandan ke buzurgon aur Pakistan Inter National Air lines ke ohdedaron ko razi ker leya ke England jaker hi Jahangir woh sare ezazat hasil ker sakta hai jis ki sab ko tamanna hai Rahmet Khan ko ejazat to mil gai lakin ajpne mansoobe ko amli jama pehnane ke leay unhein do sal ki mohlet di gai
5444,Positive,Lakin Jhot Nahi
5445,Positive,Allaha apny Ghar ke khud ifazat frma sakty han bessak
5446,Positive,Sub Ko KHUDA Yaad Aa Gaya
5447,Positive,Sab ka bhallah sab ki khair
5448,Positive,Jo hota achy K liye hota ha
5449,Negative,Tahaffuzat K Sath NA 122 Ka Nataij Tasleem Kartay Hen Voton Ki Muntaqili K Suboot Milay To Bharpur Ehtijaj Karenge
5450,Positive,Itna kisi hum asar batsman ne na kiya hoga
5451,Positive,Great msg keep it up
5452,Positive,Ab BLUES CLUES to khelnay se to rahay behtar ye jana k aik fehrist tayar ki jaye
5453,Positive,2 baras ki shaded jido jehad ke bad unhen Afzal Ahmed Karem Fazli ne apni film Esa bhi hota hai ke leye muntakhib kiya
5454,Positive,MashaAllah
5455,Negative,Toba meri Ya Allah
5456,Positive,In mein mauseeqi ka shauq paida hua to inho ne gungunana shuru kar diya
5457,Positive,Ghalib ki shayari part dar part aur teh dar teh kholti chali jati hai
5458,Positive,Exactly
5459,Positive,Kasy kasy log hain na iss dunia main Allah sab ko apni hifaz o aman main rakhy Ur hum sab ko neik hidayat naseeb farmaye Aameen
5460,Negative,Dunya Me Aag Lagao Gay To Apna Ghar Bhi Lapait Me Aaye Ga America Europe Apni Policies Per Nazr e Sani Karen
5461,Negative,bahi thori british english b use karlo
5462,Positive,Ana Molka ne landscape philosophical aur mazhabi paintings drawing aur mono mantel painting ke beshumar namone bator yadgar chore hain
5463,Positive,Film ishq par zor nahi ka ye geet sun kar bhi log jhoom uthte hain dil deta ro ro duhai kisi se koi payar na kare
5464,Positive,Ya Allah madad
5465,Positive,Mubark ho akhir jeet he gy
5466,Positive,Masha allah Ramzan me to or b norani chera dekh rha hai
5467,Positive,good
5468,Negative,Is shadi ka anjaam 2 baras bad he divorce ki soorat mein nikla
5469,Positive,Yeh aohda aap ke liye barha aezaaz tha kyun ke Quaid e Azam Mohammed Ali Jinnah bhi Bombay Muslim league ki aik branch ke aeham rukun the
5470,Positive,Nahi ye galat he Allah humen 70 maa se b ziyada piyar karte hen so plz post soch k share Karen thanx
5471,Positive,Woh to MASHA ALLAH se meri qabliat Hai
5472,Positive,Yar jeet jana ab har k bahir na hojana
5473,Negative,Sabiq Chief Justice Iftikhar Chaudhry Ka Siyasat Me Aanay Ka Elaan Apni Jamat Banaunga Quetta Mera Ghar Hai Yahan Se Aghaz Hoga
5474,Negative,Asy logo py lanat ho jo asy kam krty han
5475,Negative,Kaminii tum ao tumhy bethny bhi nae dena mene aty e tere hath mein deni mne
5476,Negative,Mar doo goli aus ashiq ka jo aap ka na howa kabi
5477,Negative,Bhai ki ijaat doba di bhancho
5478,Negative,Admin So why dont you go and stop that Well first thing are you 100 sure k ye sara pesa corruption ka he Q k kisi pay jhuti tohmat laga bhi guna he Or let me make you sure that Im sporting any party k mein kisi k favouritism mein bolun Baat sirf ye heWe people just know k Facebook k pages keasy banane hein Or phir her cheezon pay tabseray keasy kernay hein Practically kucch bhi nhi kerna
5479,Negative,Korangi K Area Me Daketi Mazehmat Per Ashfaq Nami Shaks Zakhmi
5480,Positive,Good
5481,Negative,Pimple mary face pr bhut hn in ka koe hal
5482,Negative,Ye tu wahan hain na Pakistan main nahi kash hoti aj meray shohar bi zinda hotey meray sath hotey wo ye sab dekh kar dil bohat roya hai mera main dekhti rehay gayi aur meray shohar meray hathou main hi khatam ho gaye thay
5483,Positive,Kia sadgi hai bilkul sunnat ke mutabiq Pakistan ke ghareeb logon ko chahiye ye sadgi apna en
5484,Negative,Woh Shakhs Zaleel Ho Jis Ne Ramzan Ka Maheena Paya Aur Apni Maghfirat K Liye Kuch Bhi Nahi Kia
5485,Negative,Allah apny bandy ko 70 Maaaon sy zada pyaar krta hy is liye hmaari taqdeer kbhii buri ni hoskti
5486,Negative,is kuty ke kia jurat thee kash yahan qanoon hota hum khud ghalat hain
5487,Positive,Hahah meri koi czn ni meri jitni 3 saal baad ho ni skti q ka abhi university ma b ni gya
5488,Negative,Bolti rho jo mrzi mai Kia krun
5489,Negative,mery dany ban jate hen lemon se
5490,Positive,Bohat achi ghari hai Iski tou price bhee bohata chee hai Meray saray dostoun mein mujhse pooocha iskay baray mein Meine tou abhee iskay uper se sticker bhee nai utara Iskay leather ki quality se mein khush hoon bohat mazboot ghari hai Aur bhari bhee itnee nai hai
5491,Positive,Ibrahim Ismail ne apni ibtedai taleem Ahmadabad ke school mein hasil ki aur college ki taleem ke baad Bombay University mein aa gaey
5492,Negative,hahahaha insaaan tou hy na q jangli hy p
5493,Negative,Kinza hanste huwe tu bht buri lagti ha or bolta huwa tu us sa bhi zada zehar i hate u kinza and masooma
5494,Negative,sahi hai wallah dil tut gya bachon ka
5495,Positive,Allah marye bcho k naik nseeb karye ameen
5496,Negative,Condoleezza Rice par is hawale se bhi tanqeed ki jati hai ke inho ne he America ke khilaaf sargarmiyon mein mulawwis alqaida ke arkaan ke khilaaf water boarding jaise azziyat rasani ke jadeed aur mohlik tariqe istemal karne ki tajveez Bush administration se manzoor karai thi
5497,Negative,Tujhe pata kese chale ga pagle
5498,Positive,Karachi K Badalte Hue Halaat Or Nit Nayi Faida Mand Offers Se Bakhabar Rahiye Bilkul Free
5499,Positive,Azam Khan bare mehnati aur housla wale khelari thay
5500,Positive,Dope peene k lye achi jaga hai
5501,Negative,Awww haye bichari p
5502,Negative,Ye to tatti h
5503,Negative,MQM Ko Mulk Me Phelnay Se Roknay K Lye Aaj Tak Propaganda Jari Hai
5504,Negative,Sirf ye channel hi nahi baqi channels p shadiyou k bahany yehi kuch hota hy pemra hy kaha
5505,Positive,Ur h ya ni lakin ezt kerna wo janti h
5506,Positive,thank u uncle anty warna mai incmplte rh jati
5507,Positive,Allah mery bety wajahat Hussain or Meri nasloon k ilm me izafa kry or kamyabi ata kary Ameen
5508,Positive,dars ko sadqa jariya ki neyat se share karain ummat ka nafa hoga jahan tak pegham jaye ga
5509,Positive,good ap nae dil jeet laya thank u bhai jan ilove u
5510,Negative,Insan k name pe daolat k pujari hain sb agr smjh sko smjh lo
5511,Positive,Dua krn k Allah mjy jld aulad dy dy
5512,Positive,Be basi ka naam sabar rakhta hai aur phir is sabar ko apni himat o istaqlal ki taraf mansub karta hai
5513,Negative,Gharelo Sarifeen K Liye Bijli Fi Unit 2 Se 4 28 Rupay Tak Mehngi Kar Di
5514,Positive,Jab qarardad e Pakistan manzoor hoi to un dinon Hameed Nizami ke halke phulke mazamin adbi jaraid EEE EEEHumayon EEE EEE EEE EEEadbi duniya EEE EEE aur EEE EEEsheraza mein shaya ho rahe the
5515,Positive,Sooooooooonice muhje ap boooooo9oooooohat piyary lagti ho sanam love you
5516,Positive,Yun to Iqbal Bano ne barhe barhe shoara ka kalaam gaya magar mayanaz poet Faiz Ahmed Faiz ki nazmon aur ghazlon ko inho ne is kamaal maharat ke sath gaya ke sunne walon par sehar taari ho jata tha
5517,Negative,Agarcha council ke sarbarah ko koi tankhuwa adaa nahi ki jati is liye use muna fat bakhsh sarkari auhda qaraar nahi diya ja sakta lekin Sonia Gandhi ne khud ko tanazey se bachane ke liye parliament ki rukniyat aur council ki sarbarahi dono se he istefaa de diya
5518,Positive,Jab parhte parhte thak jate to ehbab se parhwa kar sunte
5519,Negative,housefull ki copy bhai content tau acha lao
5520,Negative,Mai uski sard mehri per mhbt maar aya hun
5521,Negative,Maulana Fazlur Rehman Jald Altaf Hussain Se Rabta Kar K Istifay Wapis Lene Ka Kahenge
5522,Negative,Acha laga but end main story boring hogaye thi
5523,Positive,Bilkul
5524,Positive,bat bat pic Acha hi im dil hi jaan kici hi
5525,Positive,Murshid Pak achi jga job k liye dua frma dain
5526,Negative,Yeh kaha sa pkr ka lAyeh ha
5527,Negative,Halen Keller ki waldah us ke liye bohat pareshan rehti thein
5528,Positive,Bht alaw
5529,Positive,Allama Muhammad Raza saqib sab sa appeal ha ka taheek labaik ko support kara
5530,Negative,Phir se Ahmad Shahzad
5531,Positive,Is tanzeem ka maqsad khawateen ki sahi tor par tarbiyat karna hai Liaquat Ali Khan ki shahadat ko unhon ne nehayat hosle ke sath bardasht kiya aur is ke baad bhi Apwa ki sargarmiyan jari rakhein
5532,Positive,Agr hm awaam he inlog ko ehmiyat dena or dekhna or feed back dena chordenge to ink shows ki koi value nahi rehegi
5533,Negative,Shrkiyan jasa leader wasay supporter
5534,Negative,means fata kids kabi humny unlogo k liye b chuti manayi hy ya shamy jalai hy afsoos huta hy pakistan k is duhri myar pr
5535,Positive,Hazrat g ap ko bhi Eid Mubarak
5536,Positive,1936 mein Allama Raghib Ahsan ne Calcutta muslim league ki bunyad rakhi aur is ki yanzeem sazi mein nihayat sargarmi se hissa liya
5537,Negative,third class quality ha r kam b nhi krti sae thra
5538,Negative,Yeh sunte he Rashid Minhas samajh gaey ke unhe aur un ke tayyarey ko kidnap kiya jar aha hai
5539,Positive,Chuindrigar 1943 se 1947 tak all india Muslim league ki majlis aamla ke rukun bhi rahe the
5540,Positive,Mickey arthur is not god of cricket team what rubbish if a player is playing good cricket he must have given chance age doesn t matter until he is performing
5541,Positive,Jizroor Mei apne aunty ka dilse Shukriya Ada krti huu
5542,Positive,Bharti jasus Kashmir Singh ki rahae ka mamla bhi aysa hi aik case tha Kashmir Singh ney Bharat mein jaker Pakistan mein apni ser germion key hawaley sey jo bianat dea un par Pakistani halqon mein gahra gam o ghussa dekhney mein aya taham Ansar Burney ney kaha key un ka zameer mutmaen hay Kashmir Singh ney bhi apni rahai key hawaley sey Ansar Burney key kirdar ko saraha
5543,Positive,Is ijlaas mein I Chundrigar ne Bombay ke musalmano ki numaiydegi aur tamam amoor mein nihayat pur josh hissa liya
5544,Negative,Pak Colony Me Police Ka Opperation Jari Dakhali Or Kharji Raste Band
5545,Positive,General Zia ul Haq ke bare mein in ki mashoor nazam ka aik shair kisi tarha bahar aa gaya
5546,Positive,bhala ho punjab walo ka
5547,Positive,uncle aunty shukriya karna
5548,Negative,Jahan pehly dil tha wahan ab dard rehta hai
5549,Negative,Program ko nae un bachon k kanjar aut mirasi maa baap ko b bnd krna chahiye
5550,Positive,hahahaha ye acha hai P
5551,Negative,Lo hm to saty aam accept karty ky ham hain teri trah meesny thori hain
5552,Positive,qualtiy aur size bauht acha hai
5553,Negative,1919 se 1964 tak koi ais arsa na tha jab app mosalsal teen saalon tak jail se bahar rahe hon
5554,Positive,Jab main ne law ki taleem hasil ki to mery samne amli zindagi mein apni salahiyaton ke istemal ka jazba aur lagan karwatein lene laga
5555,Positive,Iss kay baad alla taleem kay liye
5556,Positive,Hahaha a jaoo yahe kam best haii ab
5557,Positive,Reham Khan ka sab se maussir hathiyar in ki 500 mega watt taqat wali dilnasheen muskurahat hai jo us waqt bhi in ke labon par machal rahi thi jab inho ne apni zindagi Imran Khan se shadi kaam aur apne bachon ke barey mein hamare sath halki phulki guftugo ki shuruwat ki
5558,Positive,Khyber pakhtunkhuwan mein 2012 ki ba nisbat 2013 mein bomb blast aur khudkash hamlon mein numayan kami aai
5559,Positive,kya kehne bhai y
5560,Negative,Lanti hyApnae fydae k liye apni bhyn beti ko beach sktae h
5561,Positive,Pir Ali Muhammed Rashdi ne mansoba Pakistan ke mumkin ul amal hone ki aik wajah jamaa report bhi pesh kit hi
5562,Negative,lkn hum lote nh hain na
5563,Negative,Zabrdasti ki behas
5564,Positive,Ink jesa azeem insan many nhi dehka Aj ALLAH pak inki umar daraz farmye
5565,Positive,Masha Allah Allah pak hamisha kush rakhn Ameen
5566,Positive,aunty specaily ap ka bht shukriya
5567,Positive,Jo Shakhs ALLAH K Liye 1 Din Aitikaf Karta Hy ALLAH Isko Jahanum Se Zamin Asman K Barabar 3 Guna Door Kar Deta Hy
5568,Positive,meri eye brows ni bni hui
5569,Positive,Is ke ilawa huron ki jamat ke bhhi wo sarbarah the
5570,Positive,pura rmzan apk byan k hisab se guzar ruhani sakun mila
5571,Positive,Yeh fakhar to khud hilal e imtiaz ko hona chahiye ke use Patras jaisi azeem shakhsiyat ke seeney par sajne ka mauqa mila
5572,Positive,1950 mein Mother Teresa aur un ke rofaqa ko Roman Catholic Church ke tehat charity meshes qarar de diya gaya
5573,Negative,marzi wale baat ha sabki mere to sath sbhe youn krte hain
5574,Positive,NA 110 Se PTI K UmeedWar Usman Dar Ne Khwaja Asif Ko Munazray Ka Chanlange Dy Diya
5575,Negative,Lakin in sanctuaries se bhi bari baat ye thi ka Javed Miandad iss test ki dosri inning mein taiz raftar 63 runs bana kar Pakistan ko fatah se humkinar kiya
5576,Negative,Or vo b itna bonga admi
5577,Negative,Money Laundering Case Mein Altaf Hussain Ki Zamanat Me Koi Tousee Nahi Ki Gai Hai Media Pr Ane Wali Khabre Ghalat Hain
5578,Negative,Chah gaye Khabees Aurat
5579,Positive,Emergency kay khatmay TV channels say pabandi hatanay aur Supreme Court kay jujus ki bahali ka motalba kartay huye hukumat kay khaylaf tahrek chalanay ka alan keya
5580,Positive,Is tago do mein bazon ko khasa kasht katna parta hai magar baz thori kawish ke bad manzil sar kar lete hain
5581,Positive,bohot achcha plz comedy drama ziada dikhain
5582,Positive,Pakistan Samet Duniya Bhar Me Ajj Dosti Ka Almi Din Manaya Ja Raha Hai
5583,Negative,Quome barbad ho jati Hy
5584,Positive,Trousers tou mashaAllah se bohat achay hain Hjaisay dikhaye the waisay hee deliver kiyay hain Bohat aramday hain aik baar pehnkay sukoon mein bethay rahao Colours bhee mujhe pasand aye inkay Blue aur neon Green wala Grey walay se behtar laga Rea
5585,Positive,Main NWFP se achi tarah waqif hon isi liye wahan se kaam ka aaghaz kiya lekin is ka hargiz yeh matlab nahi ke main Sindh Baluchistan aur Punjab mein kaam nahi karongi
